Path, MutableCount, DoCount, LoopCount, ArrayCount, ExceptionCount, IOCount, TokenCount
'../in/flagged_repos/FSharp.Formatting/after\1e84edcb192967f26a20dca4ec3369417375189f\AssemblyInfo.fs', 0, 1, 0, 0, 0, 0, 146
'../in/flagged_repos/FSharp.Formatting/after\2c04098d0b3af50043977f9c93d896c0822bc4fd\Formatting.fs', 0, 1, 2, 0, 3, 0, 1693
'../in/flagged_repos/FSharp.Formatting/after\2c04098d0b3af50043977f9c93d896c0822bc4fd\LatexFormatting.fs', 0, 7, 7, 1, 0, 1, 2180
'../in/flagged_repos/FSharp.Formatting/after\2c04098d0b3af50043977f9c93d896c0822bc4fd\LiterateTests.fs', 0, 0, 0, 0, 0, 0, 1
'../in/flagged_repos/FSharp.Formatting/after\2c04098d0b3af50043977f9c93d896c0822bc4fd\MarkdownParser.fs', 2, 2, 5, 5, 2, 0, 11790
'../in/flagged_repos/FSharp.Formatting/after\76b864e16f792d60974e99d4ff0d4669db368445\AssemblyInfo.fs', 0, 1, 0, 0, 0, 0, 94
'../in/flagged_repos/FSharp.Formatting/after\76b864e16f792d60974e99d4ff0d4669db368445\CodeFormatAgent.fs', 5, 6, 6, 4, 3, 1, 3786
'../in/flagged_repos/FSharp.Formatting/after\79bc2a93d7823b0fc14dfd95354ca7c96e9b1efc\AssemblyInfo.fs', 0, 1, 0, 0, 0, 0, 146
'../in/flagged_repos/FSharp.Formatting/after\79bc2a93d7823b0fc14dfd95354ca7c96e9b1efc\BuildCommand.fs', 43, 17, 20, 4, 21, 1, 10314
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\ApiDocs.fs', 0, 0, 0, 0, 0, 0, 371
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\ApiDocsTests.fs', 0, 2, 8, 0, 4, 1, 4590
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\AssemblyInfo.fs', 0, 1, 0, 0, 0, 0, 146
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\AttributeTests.fs', 0, 1, 0, 1, 0, 1, 3456
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\CodeFormat.fs', 0, 0, 1, 1, 0, 0, 807
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\CodeFormatAgent.fs', 8, 6, 6, 9, 1, 2, 4540
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Collections.fs', 0, 1, 1, 0, 1, 0, 958
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\CommentFilter.fs', 0, 0, 0, 0, 0, 0, 1273
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Constants.fs', 0, 0, 0, 0, 0, 0, 307
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Contexts.fs', 0, 0, 0, 0, 0, 0, 214
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\ConvertCommand.fs', 7, 0, 0, 0, 3, 2, 1211
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Document.fs', 0, 0, 0, 0, 1, 0, 677
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\EvalTests.fs', 0, 1, 1, 1, 0, 1, 2650
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Evaluator.fs', 27, 0, 0, 1, 2, 1, 1856
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Formatting.fs', 2, 1, 1, 0, 0, 1, 794
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\GenerateCommand.fs', 3, 0, 0, 0, 1, 0, 737
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\HtmlFormatting.fs', 2, 8, 8, 0, 0, 1, 3118
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\LatexFormatting.fs', 0, 6, 6, 1, 0, 1, 2107
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Library1.fs', 0, 0, 0, 0, 0, 0, 117
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Library2.fs', 0, 0, 0, 0, 0, 0, 569
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Literate.fs', 0, 3, 3, 0, 1, 1, 3220
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\LiterateTests.fs', 0, 0, 0, 0, 0, 0, 1
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Log.fs', 3, 0, 0, 0, 0, 0, 355
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Markdown.fs', 4, 1, 1, 0, 0, 1, 989
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Options.fs', 3, 1, 1, 2, 0, 0, 239
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\ParseScript.fs', 5, 2, 4, 0, 1, 0, 2196
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Pervasive.fs', 0, 2, 1, 0, 2, 0, 1695
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Program.fs', 0, 0, 0, 0, 2, 0, 232
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\PynbFormatting.fs', 0, 1, 2, 4, 3, 0, 1863
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\PynbModel.fs', 0, 0, 0, 4, 0, 1, 1192
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Range.fs', 0, 0, 0, 0, 0, 0, 203
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Setup.fs', 0, 0, 0, 0, 0, 1, 151
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\StringParsing.fs', 0, 1, 1, 4, 0, 0, 4031
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\TestHelpers.fs', 2, 0, 0, 0, 1, 0, 262
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\Transformations.fs', 5, 10, 14, 2, 2, 2, 4497
'../in/flagged_repos/FSharp.Formatting/after\f207c9c8f3232e429c54a2841a700e430eed4259\YaafFSharpScripting.fs', 41, 5, 3, 6, 11, 6, 10852
'../in/flagged_repos/FSharp.Formatting/after\f5b272165fdb738b5f86192630ac7577377bb304\AssemblyInfo.fs', 0, 1, 0, 0, 0, 0, 146
'../in/flagged_repos/FSharp.Formatting/after\f5b272165fdb738b5f86192630ac7577377bb304\BuildCommand.fs', 43, 18, 21, 4, 21, 1, 10347
'../in/flagged_repos/FSharp.Formatting/after\f5b272165fdb738b5f86192630ac7577377bb304\Contexts.fs', 0, 0, 0, 0, 0, 0, 359
'../in/flagged_repos/FSharp.Formatting/after\f5b272165fdb738b5f86192630ac7577377bb304\Formatting.fs', 2, 3, 3, 0, 0, 1, 981
'../in/flagged_repos/FSharp.Formatting/after\f5b272165fdb738b5f86192630ac7577377bb304\GenerateHtml.fs', 2, 16, 18, 1, 0, 1, 4848
'../in/flagged_repos/FSharp.Formatting/after\f5b272165fdb738b5f86192630ac7577377bb304\Literate.fs', 0, 1, 0, 0, 0, 1, 3120
