Path, MutableCount, DoCount, LoopCount, ArrayCount, ExceptionCount, IOCount, TokenCount
'../in/flagged_repos/Farkle/before\2ecc66d6b7b43a1b52b889aec78e865c0c5cf325\ParserTests.fs', 0, 0, 0, 0, 0, 1, 855
'../in/flagged_repos/Farkle/before\970cda12aeb22cc0d6293cde9c4cb522b89ad332\Tokenizer.fs', 2, 0, 0, 0, 1, 0, 1620
